Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path,Deceptive Cost,Deceptive Quality,Deception Score
Vanilla Pyperplan,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",-1,0.031816959381103516,12,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>]",12,0,0
Peta's Goal to Real Goal Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.37638187408447266,0.30309295654296875,19,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>]",19,0.2631578947368421,0.7142857142857143
Goal to Real Goal Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",1.1920928955078125e-05,0.0717771053314209,22,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj21 tru1 pos13)>, <Op (load-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj12 tru1 pos12)>]",22,0.22727272727272727,0.5
Shared Landmark Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.08518099784851074,0.009181976318359375,15,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>]",15,0.13333333333333333,0.6666666666666666
Combined Landmarks Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.09567785263061523,0.01571512222290039,27,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (unload-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (unload-truck obj21 tru1 pos13)>, <Op (load-truck obj21 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (load-truck obj12 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj12 tru1 pos12)>]",27,0.3333333333333333,0.6
Most Common Landmarks,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.06406807899475098,0.007546901702880859,14,"[<Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>]",14,0.07142857142857142,0.5
Closest Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.0004417896270751953,0.43813419342041016,20,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj12 tru1 pos12)>]",20,0.3,0.75
All but Real Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.0004639625549316406,0.43755197525024414,20,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj12 tru1 pos12)>]",20,0.3,0.75
Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.0002789497375488281,0.43456315994262695,20,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos13 cit1)>, <Op (unload-truck obj11 tru1 pos13)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>, <Op (unload-truck obj12 tru1 pos12)>]",20,0.3,0.75
R-Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj21 pos21)', '(at obj22 pos22)']","['(at obj12 pos12)', '(at obj21 pos12)']",0.0004968643188476562,0.13797807693481445,13,"[<Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj21 tru1 pos12)>]",13,0.07692307692307693,1.0
