Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path,Deceptive Cost,Deceptive Quality,Deception Score
Vanilla Pyperplan,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],-1,0.011799812316894531,12,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",12,0,0
Peta's Goal to Real Goal Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.2566850185394287,0.1269230842590332,24,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos23 cit2)>, <Op (unload-truck obj12 tru2 pos23)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",24,0.4166666666666667,0.8333333333333334
Goal to Real Goal Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],1.52587890625e-05,0.134537935256958,24,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos23 cit2)>, <Op (unload-truck obj12 tru2 pos23)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",24,0.4166666666666667,0.8333333333333334
Shared Landmark Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.014289140701293945,0.015666961669921875,13,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",13,0.07692307692307693,1.0
Combined Landmarks Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.09578084945678711,0.020448923110961914,27,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru2 apt2 pos23 cit2)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos23 cit2)>, <Op (unload-truck obj12 tru2 pos23)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",27,0.4444444444444444,0.8
Most Common Landmarks,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.027369976043701172,0.010975360870361328,13,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",13,0.07692307692307693,1.0
Closest Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.00026988983154296875,0.1599900722503662,19,"[<Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>, <Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",19,0.3684210526315789,1.0
All but Real Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.0001709461212158203,1.5730481147766113,31,"[<Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos23 cit2)>, <Op (unload-truck obj12 tru2 pos23)>, <Op (drive-truck tru2 pos23 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",31,0.5483870967741935,0.8947368421052632
Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.00016880035400390625,0.21237683296203613,13,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru1 apt1 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",13,0.07692307692307693,1.0
R-Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj13 pos22)'],0.0001888275146484375,0.35872387886047363,12,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (load-truck obj13 tru1 pos13)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (unload-truck obj13 tru1 apt1)>, <Op (load-airplane obj13 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj13 apn1 apt2)>, <Op (load-truck obj13 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj13 tru2 pos22)>]",12,0,0
