Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path,Deceptive Cost,Deceptive Quality,Deception Score
Vanilla Pyperplan,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],-1,0.011221170425415039,11,"[<Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",11,0,0
Peta's Goal to Real Goal Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.24097704887390137,0.1230158805847168,20,"[<Op (drive-truck tru2 pos22 pos23 cit2)>, <Op (load-truck obj23 tru2 pos23)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (unload-truck obj23 tru2 apt2)>, <Op (load-airplane obj23 apn1 apt2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj23 apn1 apt1)>, <Op (load-truck obj23 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj23 tru1 pos11)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",20,0.4,0.8888888888888888
Goal to Real Goal Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],1.0967254638671875e-05,0.1258091926574707,20,"[<Op (load-truck obj22 tru2 pos22)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (unload-truck obj22 tru2 apt2)>, <Op (load-airplane obj22 apn1 apt2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj22 apn1 apt1)>, <Op (load-truck obj22 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj22 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",20,0.4,0.8888888888888888
Shared Landmark Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.01542210578918457,0.015167951583862305,13,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",13,0.07692307692307693,0.5
Combined Landmarks Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.0902400016784668,0.020142078399658203,28,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (load-truck obj22 tru2 pos22)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (unload-truck obj22 tru2 apt2)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj22 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj22 apn1 apt1)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (load-truck obj22 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj22 tru1 pos12)>, <Op (drive-truck tru1 pos12 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",28,0.4642857142857143,0.7647058823529411
Most Common Landmarks,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.02567577362060547,0.011574983596801758,15,"[<Op (fly-airplane apn1 apt2 apt1)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",15,0.13333333333333333,0.5
Closest Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.0004341602325439453,0.17442703247070312,20,"[<Op (load-truck obj22 tru2 pos22)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (unload-truck obj22 tru2 apt2)>, <Op (load-airplane obj22 apn1 apt2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (unload-airplane obj22 apn1 apt1)>, <Op (load-truck obj22 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (unload-truck obj22 tru1 pos12)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (fly-airplane apn1 apt2 apt1)>]",20,0.45,1.0
All but Real Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.0004401206970214844,0.22955989837646484,13,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",13,0.07692307692307693,0.5
Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.0003829002380371094,0.33594799041748047,13,"[<Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",13,0.07692307692307693,0.5
R-Centroid Approach,"['(at apn1 apt2)', '(at tru1 pos11)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos23)']",['(at obj11 pos21)'],0.00023603439331054688,0.35153675079345703,13,"[<Op (drive-truck tru1 pos11 pos13 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (unload-truck obj11 tru2 pos21)>]",13,0.07692307692307693,0.5
