Domain Name,Potential Goal,Initial,isRealGoal,Time to Extract Landmarks,Extracted Landmarks
sokoban-p01,(and (at box0 f6-3f) (at box1 f4-4f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",True,19.676733016967773,"['(clear f4-4f)', '(clear f6-3f)', '(at box1 f4-4f)', '(at box0 f6-3f)']"
sokoban-p01,(and (at box0 f6-3f) (at box1 f5-7f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,19.48289704322815,"['(clear f5-7f)', '(clear f6-3f)', '(at box1 f5-7f)', '(at box0 f6-3f)']"
sokoban-p01,(and (at box0 f5-1f) (at box1 f8-5f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,18.929851055145264,"['(clear f7-5f)', '(clear f5-1f)', '(clear f6-5f)', '(clear f8-5f)', '(at-robot f6-5f)', '(at box1 f7-5f)', '(at box1 f8-5f)', '(at box0 f5-1f)']"
sokoban-p01,(and (at box0 f5-2f) (at box1 f1-5f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,18.798457145690918,"['(clear f1-5f)', '(clear f5-2f)', '(at box1 f1-5f)', '(at box0 f5-2f)']"
sokoban-p01,(and (at box0 f7-8f) (at box1 f8-8f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,18.858317136764526,"['(clear f7-8f)', '(clear f5-8f)', '(clear f6-8f)', '(clear f8-8f)', '(at box1 f6-8f)', '(at-robot f6-8f)', '(at-robot f5-8f)', '(at box1 f7-8f)', '(at box1 f8-8f)', '(at box0 f6-8f)', '(at box0 f7-8f)']"
sokoban-p01,(and (at box0 f5-6f) (at box1 f7-8f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,19.118881940841675,"['(clear f7-8f)', '(clear f5-8f)', '(clear f6-8f)', '(clear f5-6f)', '(at box1 f6-8f)', '(at-robot f5-8f)', '(at box1 f7-8f)', '(at box0 f5-6f)']"
sokoban-p01,(and (at box0 f7-8f) (at box1 f1-3f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,18.934107065200806,"['(clear f7-8f)', '(clear f1-3f)', '(clear f5-8f)', '(clear f6-8f)', '(at box1 f1-3f)', '(at-robot f5-8f)', '(at box0 f6-8f)', '(at box0 f7-8f)']"
sokoban-p01,(and (at box0 f5-6f) (at box1 f7-8f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,18.942702770233154,"['(clear f7-8f)', '(clear f5-8f)', '(clear f6-8f)', '(clear f5-6f)', '(at box1 f6-8f)', '(at-robot f5-8f)', '(at box1 f7-8f)', '(at box0 f5-6f)']"
sokoban-p01,(and (at box0 f5-1f) (at box1 f8-6f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,19.056482791900635,"['(clear f7-6f)', '(clear f6-7f)', '(clear f5-1f)', '(clear f8-6f)', '(at-robot f6-6f)', '(at box1 f7-6f)', '(at box1 f8-6f)', '(at box0 f5-1f)']"
sokoban-p01,(and (at box0 f6-1f) (at box1 f8-2f)),"['(at box0 f1-4f)', '(at box1 f6-2f)', '(clear f0-0f)', '(clear f0-1f)', '(clear f0-2f)', '(clear f0-3f)', '(clear f0-4f)', '(clear f0-5f)', '(clear f0-6f)', '(clear f0-7f)', '(clear f0-8f)', '(clear f1-0f)', '(clear f1-1f)', '(clear f1-2f)', '(clear f1-3f)', '(clear f1-5f)', '(clear f1-6f)', '(clear f1-7f)', '(clear f1-8f)', '(clear f2-0f)', '(clear f2-1f)', '(clear f2-2f)', '(clear f2-3f)', '(clear f2-4f)', '(clear f2-5f)', '(clear f2-6f)', '(clear f2-7f)', '(clear f2-8f)', '(clear f3-0f)', '(clear f3-1f)', '(clear f3-2f)', '(clear f3-3f)', '(clear f3-4f)', '(clear f3-5f)', '(clear f3-6f)', '(clear f3-7f)', '(clear f3-8f)', '(clear f4-0f)', '(clear f4-2f)', '(clear f4-4f)', '(clear f4-6f)', '(clear f4-7f)', '(clear f4-8f)', '(clear f5-0f)', '(clear f5-1f)', '(clear f5-2f)', '(clear f5-3f)', '(clear f5-4f)', '(clear f5-5f)', '(clear f5-6f)', '(clear f5-7f)', '(clear f5-8f)', '(at-robot f6-0f)', '(clear f6-0f)', '(clear f6-1f)', '(clear f6-3f)', '(clear f6-4f)', '(clear f6-5f)', '(clear f6-6f)', '(clear f6-7f)', '(clear f6-8f)', '(clear f7-0f)', '(clear f7-1f)', '(clear f7-2f)', '(clear f7-3f)', '(clear f7-4f)', '(clear f7-5f)', '(clear f7-6f)', '(clear f7-8f)', '(clear f8-0f)', '(clear f8-1f)', '(clear f8-2f)', '(clear f8-3f)', '(clear f8-5f)', '(clear f8-6f)', '(clear f8-8f)']",False,18.73882794380188,"['(at box1 f6-2f)', '(clear f6-1f)', '(clear f8-2f)', '(clear f6-3f)', '(at-robot f6-2f)', '(at box1 f8-2f)', '(at box0 f6-1f)']"
