Approach,Initial,Goal,Time to Order Landmarks,Time to Generate Plan,Path Length,Path,Deceptive Cost,Deceptive Quality,Deception Score
Vanilla Pyperplan,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],-1,0.011307954788208008,11,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",11,0,0
Peta's Goal to Real Goal Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.253054141998291,0.12736201286315918,22,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",22,0.45454545454545453,0.9090909090909091
Goal to Real Goal Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],8.821487426757812e-06,0.1197061538696289,22,"[<Op (drive-truck tru2 pos22 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",22,0.45454545454545453,0.9090909090909091
Shared Landmark Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.012408971786499023,0.015523195266723633,14,"[<Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",14,0.14285714285714285,0.6666666666666666
Combined Landmarks Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.09125113487243652,0.01738905906677246,25,"[<Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",25,0.48,0.8571428571428571
Most Common Landmarks,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.026000022888183594,0.011646032333374023,14,"[<Op (fly-airplane apn1 apt1 apt2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",14,0.14285714285714285,0.6666666666666666
Closest Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.0005578994750976562,0.05814480781555176,12,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos13 apt1 cit1)>, <Op (drive-truck tru1 apt1 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",12,0.08333333333333333,1.0
All but Real Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.000438690185546875,1.5037202835083008,30,"[<Op (drive-truck tru2 pos22 apt2 cit2)>, <Op (drive-truck tru1 pos13 pos11 cit1)>, <Op (load-truck obj11 tru1 pos11)>, <Op (drive-truck tru1 pos11 apt1 cit1)>, <Op (unload-truck obj11 tru1 apt1)>, <Op (load-airplane obj11 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj11 apn1 apt2)>, <Op (load-truck obj11 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos21 cit2)>, <Op (load-truck obj21 tru2 pos21)>, <Op (unload-truck obj11 tru2 pos21)>, <Op (drive-truck tru2 pos21 apt2 cit2)>, <Op (unload-truck obj21 tru2 apt2)>, <Op (load-airplane obj21 apn1 apt2)>, <Op (fly-airplane apn1 apt2 apt1)>, <Op (unload-airplane obj21 apn1 apt1)>, <Op (load-truck obj21 tru1 apt1)>, <Op (drive-truck tru1 apt1 pos11 cit1)>, <Op (unload-truck obj21 tru1 pos11)>, <Op (drive-truck tru1 pos11 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",30,0.5666666666666667,0.8947368421052632
Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.00047898292541503906,0.1669759750366211,12,"[<Op (drive-truck tru2 pos22 pos23 cit2)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",12,0.08333333333333333,1.0
R-Centroid Approach,"['(at apn1 apt1)', '(at tru1 pos13)', '(at tru2 pos22)', '(at obj11 pos11)', '(at obj12 pos12)', '(at obj13 pos13)', '(at obj21 pos21)', '(at obj22 pos22)', '(at obj23 pos22)']",['(at obj12 pos22)'],0.0001990795135498047,0.1627039909362793,12,"[<Op (drive-truck tru2 pos22 pos23 cit2)>, <Op (drive-truck tru2 pos23 apt2 cit2)>, <Op (drive-truck tru1 pos13 pos12 cit1)>, <Op (load-truck obj12 tru1 pos12)>, <Op (drive-truck tru1 pos12 apt1 cit1)>, <Op (unload-truck obj12 tru1 apt1)>, <Op (load-airplane obj12 apn1 apt1)>, <Op (fly-airplane apn1 apt1 apt2)>, <Op (unload-airplane obj12 apn1 apt2)>, <Op (load-truck obj12 tru2 apt2)>, <Op (drive-truck tru2 apt2 pos22 cit2)>, <Op (unload-truck obj12 tru2 pos22)>]",12,0.08333333333333333,1.0
